pedido_id;data_pedido;cliente_id;estado;cidade;forma_pagamento;entregue_no_prazo;valor_total
7101;2025-06-08;C7100;SP;Santos;Boleto;Sim;5138,85
7102;2025-05-31;C7101;BA;Feira de Santana;Pix;Não;236012,18999999997
7103;2025-05-29;C7102;MG;Belo Horizonte;Pix;Sim;34529,240000000005
7104;2025-06-01;C7103;MG;Contagem;Boleto;Sim;4472,22
7105;2025-04-13;C7104;PR;Londrina;Cartão de crédito;Sim;14642,93
7106;2025-02-14;C7105;PE;Olinda;Cartão de débito;Sim;23248,78
7107;2025-02-25;C7106;SP;São Paulo;Pix;Sim;5603,58
7108;2025-02-09;C7107;RJ;Rio de Janeiro;Pix;Sim;30236,490000000005
7109;2025-05-30;C7108;AM;Itacoatiara;Cartão de crédito;Sim;7573,64
7110;2025-02-07;C7109;CE;Sobral;Cartão de débito;Sim;16145,4
7111;2025-06-08;C7110;PE;Caruaru;Pix;Não;0,0
7112;2025-05-28;C7111;SP;Santos;Pix;Sim;40830,65
7113;2025-01-08;C7112;CE;Juazeiro do Norte;Boleto;Sim;1358,31
7114;2025-04-03;C7113;PE;Recife;Boleto;Não;4510,25
7115;2025-03-18;C7114;BA;Salvador;Boleto;Não;11863,82
7116;2025-03-11;C7115;RS;Porto Alegre;Cartão de crédito;Sim;23629,21
7117;2025-02-26;C7116;AM;Manaus;Cartão de crédito;Não;16717,75
7118;2025-02-16;C7117;BA;Vitória da Conquista;Boleto;Não;17296,079999999998
7119;2025-05-06;C7118;PR;Curitiba;Cartão de débito;Não;9231,960000000001
7120;2025-03-31;C7119;RS;Caxias do Sul;Pix;Não;1532,96
7121;2025-01-08;C7120;RS;Pelotas;Pix;Sim;1541861,7100000002
7122;2025-04-17;C7121;PE;Caruaru;Pix;Sim;100164,88
7123;2025-03-14;C7122;PR;Maringá;Pix;Não;14247,019999999999
7124;2025-05-05;C7123;RS;Pelotas;Boleto;Não;17538,02
7125;2025-02-14;C7124;MG;Contagem;Cartão de crédito;Sim;28004,170000000006
7126;2025-05-05;C7125;CE;Sobral;Cartão de débito;Sim;2111,18
7127;2025-03-28;C7126;BA;Vitória da Conquista;Pix;Não;4848,03
7128;2025-03-11;C7127;AM;Itacoatiara;Cartão de crédito;Sim;23907,530000000002
7129;2025-05-18;C7128;PE;Caruaru;Cartão de crédito;Sim;18525,120000000003
7130;2025-05-22;C7129;MG;Uberlândia;Pix;Sim;14569,25
7131;2025-02-11;C7130;RJ;Niterói;Cartão de débito;Não;22837,450000000004
7132;2025-04-12;C7131;RJ;Petrópolis;Cartão de crédito;Não;17021,42
7133;2025-03-07;C7132;PE;Caruaru;Boleto;Sim;20475,58
7134;2025-01-29;C7133;MG;Contagem;Pix;Não;10250,729999999998
7135;2025-01-20;C7134;SP;São Paulo;Boleto;Sim;552,12
7136;2025-06-10;C7135;SP;Santos;Cartão de débito;Sim;10010,76
7137;2025-02-18;C7136;SP;Campinas;Cartão de débito;Sim;827,98
7138;2025-02-12;C7137;MG;Belo Horizonte;Boleto;Não;6815,54
7139;2025-04-04;C7138;PR;Maringá;Pix;Não;3464,76
7140;2025-01-17;C7139;BA;Vitória da Conquista;Cartão de crédito;Sim;10785,77
7141;2025-02-05;C7140;RJ;Petrópolis;Boleto;Não;11837,769999999999
7142;2025-04-19;C7141;PR;Londrina;Cartão de débito;Sim;15565,91
7143;2025-04-26;C7142;CE;Juazeiro do Norte;Cartão de crédito;Não;13981,720000000001
7144;2025-04-26;C7143;MG;Uberlândia;Cartão de crédito;Sim;14131,56
7145;2024-12-19;C7144;AM;Parintins;Boleto;Sim;20752,989999999998
7146;2025-01-25;C7145;AM;Parintins;Boleto;Não;12735,87
7147;2025-03-14;C7146;PE;Caruaru;Pix;Sim;7683,29
7148;2025-05-28;C7147;PR;Londrina;Pix;Sim;4495,13
7149;2025-01-13;C7148;CE;Fortaleza;Boleto;Sim;7156,1900000000005
7150;2025-05-24;C7149;PE;Caruaru;Cartão de débito;Sim;5986,79
7151;2024-12-20;C7150;PR;Londrina;Boleto;Sim;21813,42
7152;2025-02-07;C7151;RS;Porto Alegre;Boleto;Sim;8792,64
7153;2025-04-23;C7152;PE;Caruaru;Boleto;Sim;6033,4
7154;2024-12-21;C7153;AM;Manaus;Pix;Não;2019,65
7155;2025-03-12;C7154;PR;Curitiba;Boleto;Sim;12122,15
7156;2025-05-20;C7155;BA;Feira de Santana;Cartão de débito;Sim;16416,93
7157;2025-02-04;C7156;BA;Feira de Santana;Cartão de débito;Sim;9643,83
7158;2025-01-13;C7157;BA;Salvador;Boleto;Sim;23819,1
7159;2025-02-03;C7158;RJ;Rio de Janeiro;Cartão de crédito;Não;23551,38
7160;2025-05-31;C7159;SP;Santos;Cartão de crédito;Não;22224,36
7161;2025-01-10;C7160;PR;Maringá;Boleto;Não;28662,73
7162;2025-05-07;C7161;RS;Caxias do Sul;Cartão de débito;Não;12340,300000000001
7163;2025-05-12;C7162;PE;Recife;Cartão de débito;Sim;19817,75
7164;2025-02-07;C7163;AM;Parintins;Pix;Sim;4313,32
7165;2025-01-26;C7164;AM;Parintins;Pix;Sim;21419,98
7166;2025-01-20;C7165;CE;Fortaleza;Pix;Não;536566,2000000001
7167;2025-01-07;C7166;SP;São Paulo;Cartão de débito;Não;0,0
7168;2025-02-10;C7167;RJ;Niterói;Boleto;Não;971,71
7169;2025-01-08;C7168;MG;Contagem;Boleto;Sim;18343,99
7170;2025-03-31;C7169;RS;Caxias do Sul;Boleto;Não;8970,04
7171;2025-05-16;C7170;MG;Uberlândia;Pix;Sim;1066,68
7172;2025-05-27;C7171;PE;Caruaru;Boleto;Não;37441,45
7173;2025-06-01;C7172;PE;Olinda;Pix;Sim;15252,849999999999
7174;2025-04-22;C7173;MG;Contagem;Cartão de débito;Sim;1219,72
7175;2025-05-06;C7174;RS;Porto Alegre;Pix;Não;2392,86
7176;2025-05-07;C7175;BA;Salvador;Cartão de débito;Não;21479,89
7177;2025-05-18;C7176;SP;São Paulo;Pix;Não;16084,429999999998
7178;2025-01-22;C7177;MG;Contagem;Boleto;Não;15450,0
7179;2025-02-08;C7178;RS;Caxias do Sul;Cartão de crédito;Não;7626,67
7180;2025-05-02;C7179;RJ;Petrópolis;Cartão de débito;Sim;1056363,44
7181;2025-05-07;C7180;BA;Feira de Santana;Pix;Sim;13887,84
7182;2025-05-03;C7181;CE;Sobral;Boleto;Não;140509,51
7183;2025-05-18;C7182;PR;Londrina;Boleto;Não;20261,320000000003
7184;2025-02-08;C7183;SP;Campinas;Cartão de crédito;Não;18586,33
7185;2025-01-11;C7184;BA;Vitória da Conquista;Cartão de débito;Não;7428,030000000001
7186;2025-05-31;C7185;PR;Londrina;Pix;Não;14747,650000000001
7187;2025-05-01;C7186;RJ;Niterói;Boleto;Não;3834,79
7188;2025-06-03;C7187;MG;Belo Horizonte;Boleto;Não;10804,83
7189;2025-03-26;C7188;PE;Recife;Cartão de crédito;Sim;1704,69
7190;2024-12-30;C7189;PR;Curitiba;Boleto;Não;7397,01
7191;2025-02-09;C7190;RS;Pelotas;Boleto;Não;3435,34
7192;2025-03-04;C7191;RS;Caxias do Sul;Boleto;Não;24150,010000000002
7193;2025-03-01;C7192;PE;Recife;Cartão de débito;Sim;1576,23
7194;2025-03-19;C7193;MG;Contagem;Cartão de débito;Não;19082,160000000003
7195;2025-04-28;C7194;RJ;Rio de Janeiro;Cartão de débito;Não;7197,39
7196;2025-04-30;C7195;RJ;Rio de Janeiro;Cartão de crédito;Não;30094,739999999998
7197;2025-02-05;C7196;AM;Manaus;Cartão de crédito;Não;14298,96
7198;2025-02-19;C7197;AM;Manaus;Cartão de crédito;Não;20802,48
7199;2025-06-13;C7198;MG;Belo Horizonte;Pix;Não;30552,010000000002
7200;2025-03-26;C7199;BA;Salvador;Boleto;Não;5995,0
7201;2025-06-05;C7200;MG;Belo Horizonte;Cartão de débito;Sim;14857,68
7202;2025-04-08;C7201;SP;Santos;Boleto;Não;14809,85
7203;2025-03-05;C7202;CE;Juazeiro do Norte;Boleto;Não;43942,32
7204;2025-02-26;C7203;MG;Contagem;Cartão de débito;Não;17501,83
7205;2024-12-19;C7204;PE;Caruaru;Boleto;Não;5142,4
7206;2025-01-15;C7205;CE;Sobral;Cartão de débito;Sim;9211,06
7207;2025-04-10;C7206;CE;Juazeiro do Norte;Boleto;Não;18229,38
7208;2024-12-15;C7207;RS;Porto Alegre;Boleto;Sim;19356,84
7209;2025-02-02;C7208;SP;Santos;Cartão de débito;Não;13145,01
7210;2025-03-21;C7209;RS;Caxias do Sul;Cartão de crédito;Não;28146,550000000003
7211;2025-04-03;C7210;CE;Juazeiro do Norte;Cartão de crédito;Não;22081,079999999998
7212;2025-02-22;C7211;RS;Pelotas;Cartão de débito;Sim;22471,46
7213;2024-12-31;C7212;AM;Parintins;Cartão de débito;Não;23688,93
7214;2025-03-16;C7213;AM;Parintins;Pix;Sim;22191,77
7215;2025-01-12;C7214;MG;Contagem;Pix;Não;6604,1
7216;2025-03-15;C7215;BA;Feira de Santana;Cartão de crédito;Não;3723,16
7217;2025-02-07;C7216;BA;Vitória da Conquista;Boleto;Não;11135,5
7218;2025-03-07;C7217;AM;Parintins;Pix;Sim;14912,720000000001
7219;2025-02-16;C7218;RJ;Rio de Janeiro;Cartão de débito;Não;16696,48
7220;2025-06-02;C7219;RJ;Petrópolis;Pix;Não;4761,51
7221;2025-05-31;C7220;RS;Pelotas;Pix;Sim;21658,629999999997
7222;2025-03-16;C7221;PR;Curitiba;Cartão de débito;Sim;22825,82
7223;2025-01-13;C7222;AM;Manaus;Cartão de débito;Sim;13363,920000000002
7224;2025-04-17;C7223;RS;Caxias do Sul;Cartão de débito;Não;12294,639999999998
7225;2025-03-08;C7224;SP;São Paulo;Cartão de crédito;Sim;11189,89
7226;2025-02-04;C7225;SP;Campinas;Cartão de débito;Não;6381,8
7227;2025-06-15;C7226;PE;Olinda;Pix;Não;25524,18
7228;2025-02-28;C7227;CE;Sobral;Cartão de crédito;Não;23872,16
7229;2025-06-11;C7228;RJ;Rio de Janeiro;Cartão de crédito;Não;52305,95999999999
7230;2025-04-08;C7229;PE;Recife;Pix;Sim;11811,48
7231;2025-01-17;C7230;BA;Feira de Santana;Pix;Sim;27584,480000000003
7232;2025-01-07;C7231;RJ;Petrópolis;Cartão de débito;Não;2843,97
7233;2025-05-31;C7232;CE;Fortaleza;Cartão de crédito;Sim;26366,17
7234;2024-12-30;C7233;CE;Sobral;Cartão de crédito;Sim;18451,24
7235;2025-06-05;C7234;CE;Juazeiro do Norte;Boleto;Não;20771,45
7236;2025-02-16;C7235;MG;Contagem;Cartão de crédito;Sim;7193,37
7237;2025-06-12;C7236;RS;Caxias do Sul;Boleto;Sim;12681,08
7238;2025-04-19;C7237;PR;Curitiba;Cartão de débito;Sim;11841,499999999998
7239;2025-04-17;C7238;BA;Vitória da Conquista;Pix;Não;2091,82
7240;2025-05-01;C7239;SP;São Paulo;Boleto;Sim;19629,33
7241;2025-02-25;C7240;PE;Recife;Cartão de crédito;Sim;2086,25
7242;2025-04-21;C7241;CE;Sobral;Cartão de débito;Não;32894,44
7243;2025-02-14;C7242;RJ;Rio de Janeiro;Cartão de débito;Não;20821,370000000003
7244;2025-04-09;C7243;RJ;Petrópolis;Boleto;Sim;1714,64
7245;2025-03-16;C7244;SP;Campinas;Cartão de débito;Sim;13656,4
7246;2025-03-04;C7245;MG;Uberlândia;Cartão de débito;Não;11557,74
7247;2025-01-29;C7246;AM;Itacoatiara;Boleto;Não;19301,28
7248;2025-01-25;C7247;BA;Salvador;Pix;Não;23706,879999999997
7249;2025-06-11;C7248;MG;Uberlândia;Cartão de crédito;Não;6731,38
7250;2024-12-28;C7249;CE;Sobral;Boleto;Não;16857,0
7251;2025-01-14;C7250;BA;Vitória da Conquista;Cartão de débito;Não;11221,8
7252;2025-04-27;C7251;PR;Maringá;Pix;Não;15060,869999999999
7253;2025-03-28;C7252;AM;Manaus;Cartão de crédito;Sim;15918,69
7254;2025-05-19;C7253;CE;Juazeiro do Norte;Boleto;Não;20202,940000000002
7255;2024-12-21;C7254;CE;Fortaleza;Pix;Sim;14936,079999999998
7256;2025-03-29;C7255;SP;Santos;Boleto;Sim;4252,65
7257;2025-01-30;C7256;PR;Maringá;Cartão de crédito;Não;15310,2
7258;2025-03-06;C7257;BA;Vitória da Conquista;Pix;Sim;31608,14
7259;2025-03-28;C7258;RS;Caxias do Sul;Pix;Não;21039,54
7260;2024-12-18;C7259;RJ;Rio de Janeiro;Cartão de crédito;Sim;1583930,48
7261;2025-05-05;C7260;MG;Belo Horizonte;Cartão de crédito;Sim;1538,3
7262;2025-03-25;C7261;RJ;Niterói;Cartão de débito;Sim;4378,72
7263;2025-06-05;C7262;SP;Santos;Pix;Não;2304,66
7264;2025-03-11;C7263;AM;Itacoatiara;Boleto;Sim;18960,22
7265;2025-01-10;C7264;PR;Curitiba;Cartão de crédito;Sim;152523,67
7266;2024-12-21;C7265;BA;Vitória da Conquista;Pix;Sim;3961,34
7267;2025-04-21;C7266;CE;Sobral;Cartão de crédito;Não;5858,43
7268;2025-03-04;C7267;AM;Itacoatiara;Pix;Não;18384,17
7269;2025-04-01;C7268;SP;Santos;Boleto;Sim;5897,58
7270;2025-05-25;C7269;RJ;Niterói;Cartão de crédito;Sim;10750,470000000001
7271;2025-05-23;C7270;AM;Manaus;Cartão de crédito;Sim;18356,27
7272;2025-04-23;C7271;AM;Parintins;Cartão de débito;Sim;8008,01
7273;2025-04-11;C7272;AM;Itacoatiara;Cartão de débito;Sim;30721,100000000002
7274;2024-12-27;C7273;AM;Itacoatiara;Pix;Sim;2874,52
7275;2025-05-16;C7274;PR;Maringá;Pix;Não;24081,23
7276;2025-06-09;C7275;RJ;Rio de Janeiro;Cartão de débito;Não;9628,0
7277;2025-05-21;C7276;AM;Parintins;Cartão de débito;Não;466,33
7278;2024-12-16;C7277;PR;Londrina;Boleto;Não;2583,2000000000003
7279;2025-04-03;C7278;PE;Caruaru;Pix;Não;24399,370000000003
7280;2025-05-05;C7279;BA;Vitória da Conquista;Cartão de débito;Não;1853,83
7281;2025-03-02;C7280;AM;Itacoatiara;Boleto;Não;15191,150000000001
7282;2025-02-02;C7281;CE;Juazeiro do Norte;Pix;Sim;32048,859999999997
7283;2025-01-21;C7282;SP;Campinas;Cartão de crédito;Sim;27647,879999999997
7284;2025-01-25;C7283;RS;Porto Alegre;Boleto;Sim;68,94
7285;2025-01-09;C7284;BA;Feira de Santana;Cartão de crédito;Não;17034,74
7286;2025-03-04;C7285;AM;Itacoatiara;Cartão de débito;Sim;493,98
7287;2025-02-22;C7286;SP;Campinas;Boleto;Sim;12956,78
7288;2025-06-10;C7287;MG;Uberlândia;Boleto;Sim;21160,59
7289;2025-02-27;C7288;BA;Feira de Santana;Boleto;Sim;17773,29
7290;2025-03-20;C7289;PE;Caruaru;Cartão de débito;Sim;26151,549999999996
7291;2025-05-15;C7290;PR;Londrina;Cartão de débito;Não;172,06
7292;2025-01-24;C7291;RJ;Petrópolis;Boleto;Sim;13961,61
7293;2025-04-26;C7292;PE;Recife;Cartão de crédito;Não;297632,25
7294;2025-01-05;C7293;PR;Londrina;Pix;Sim;4032,2699999999995
7295;2025-03-01;C7294;BA;Vitória da Conquista;Cartão de crédito;Não;8857,2
7296;2025-06-15;C7295;SP;Campinas;Cartão de crédito;Não;13925,109999999999
7297;2025-06-10;C7296;AM;Itacoatiara;Cartão de débito;Não;5196,7300000000005
7298;2025-03-08;C7297;AM;Itacoatiara;Cartão de débito;Sim;23464,190000000002
7299;2025-01-25;C7298;SP;Santos;Pix;Não;23543,4
7300;2025-02-27;C7299;AM;Manaus;Cartão de débito;Não;1025,42
7301;2025-03-07;C7300;RS;Caxias do Sul;Cartão de débito;Sim;32105,1
7302;2025-03-31;C7301;PR;Curitiba;Pix;Sim;8650,380000000001
7303;2025-03-23;C7302;AM;Parintins;Boleto;Sim;17486,82
7304;2025-06-11;C7303;PE;Caruaru;Pix;Sim;13353,43
7305;2025-04-10;C7304;MG;Uberlândia;Cartão de débito;Não;19049,670000000002
7306;2025-01-08;C7305;PE;Caruaru;Cartão de débito;Sim;4133,98
7307;2025-04-19;C7306;BA;Salvador;Boleto;Não;2208,32
7308;2025-03-14;C7307;PR;Maringá;Cartão de crédito;Sim;44221,47
7309;2025-05-06;C7308;PE;Olinda;Boleto;Não;3642,4
7310;2025-01-07;C7309;BA;Feira de Santana;Boleto;Sim;13131,56
7311;2025-01-01;C7310;RS;Porto Alegre;Boleto;Não;1537,54
7312;2024-12-23;C7311;MG;Uberlândia;Cartão de crédito;Sim;10532,47
7313;2025-03-08;C7312;BA;Vitória da Conquista;Boleto;Sim;30380,719999999998
7314;2025-02-15;C7313;RJ;Rio de Janeiro;Cartão de crédito;Sim;13450,33
7315;2025-04-24;C7314;MG;Uberlândia;Cartão de crédito;Não;1628,98
7316;2025-05-11;C7315;RJ;Niterói;Pix;Não;19194,89
7317;2025-03-25;C7316;SP;Campinas;Cartão de débito;Sim;0,0
7318;2025-02-27;C7317;BA;Vitória da Conquista;Boleto;Não;12939,41
7319;2025-04-22;C7318;MG;Contagem;Cartão de crédito;Não;18747,88
7320;2025-04-02;C7319;AM;Manaus;Boleto;Sim;13852,5
7321;2025-01-24;C7320;SP;Campinas;Cartão de débito;Não;13409,460000000001
7322;2025-02-22;C7321;SP;Campinas;Cartão de crédito;Sim;7685,76
7323;2025-04-08;C7322;PE;Caruaru;Boleto;Não;8090,86
7324;2025-04-14;C7323;RJ;Rio de Janeiro;Boleto;Não;12979,880000000001
7325;2025-03-18;C7324;BA;Feira de Santana;Cartão de crédito;Não;23105,51
7326;2025-06-13;C7325;CE;Sobral;Cartão de crédito;Sim;12839,46
7327;2025-05-30;C7326;BA;Vitória da Conquista;Pix;Sim;5988,58
7328;2025-03-10;C7327;SP;São Paulo;Boleto;Não;35528,21
7329;2025-03-25;C7328;CE;Juazeiro do Norte;Cartão de débito;Sim;2593,12
7330;2025-03-12;C7329;PR;Maringá;Boleto;Não;7091,34
7331;2025-02-25;C7330;RS;Porto Alegre;Boleto;Sim;38732,93
7332;2025-03-29;C7331;RS;Caxias do Sul;Cartão de crédito;Não;6268,77
7333;2024-12-23;C7332;BA;Salvador;Boleto;Não;12168,06
7334;2025-05-27;C7333;MG;Belo Horizonte;Pix;Sim;43365,3
7335;2025-01-19;C7334;PE;Recife;Cartão de débito;Não;0,0
7336;2025-03-13;C7335;RS;Pelotas;Boleto;Não;28311,81
7337;2025-02-14;C7336;AM;Manaus;Cartão de débito;Sim;16486,86
7338;2025-01-01;C7337;AM;Itacoatiara;Cartão de débito;Sim;6664,26
7339;2025-02-18;C7338;RS;Pelotas;Cartão de débito;Não;18905,96
7340;2025-02-14;C7339;MG;Contagem;Cartão de débito;Não;269223,96
7341;2025-02-07;C7340;RJ;Petrópolis;Cartão de crédito;Sim;19885,940000000002
7342;2025-01-13;C7341;PR;Curitiba;Cartão de crédito;Não;12522,820000000002
7343;2025-04-22;C7342;PE;Olinda;Boleto;Não;5017,2
7344;2025-03-15;C7343;RS;Porto Alegre;Cartão de débito;Sim;25738,79
7345;2025-04-12;C7344;MG;Belo Horizonte;Cartão de crédito;Não;25601,85
7346;2024-12-20;C7345;BA;Vitória da Conquista;Cartão de débito;Sim;10318,369999999999
7347;2025-03-16;C7346;SP;Campinas;Cartão de crédito;Não;12671,27
7348;2025-02-05;C7347;MG;Contagem;Pix;Não;11012,08
7349;2025-01-31;C7348;MG;Uberlândia;Pix;Não;12150,349999999999
7350;2024-12-25;C7349;MG;Belo Horizonte;Cartão de débito;Sim;28419,07
7351;2025-03-26;C7350;SP;Campinas;Cartão de crédito;Não;28534,34
7352;2025-06-14;C7351;PE;Recife;Cartão de débito;Sim;16628,09
7353;2025-01-02;C7352;RJ;Rio de Janeiro;Pix;Não;38396,399999999994
7354;2025-04-11;C7353;PR;Londrina;Cartão de débito;Não;280113,75
7355;2025-01-23;C7354;PE;Recife;Pix;Não;11925,380000000001
7356;2025-05-03;C7355;PE;Caruaru;Cartão de crédito;Sim;1367,9
7357;2025-06-08;C7356;CE;Juazeiro do Norte;Cartão de crédito;Sim;16525,989999999998
7358;2024-12-26;C7357;AM;Itacoatiara;Pix;Sim;18165,079999999998
7359;2025-04-06;C7358;AM;Parintins;Cartão de crédito;Sim;23001,079999999998
7360;2025-05-09;C7359;RS;Caxias do Sul;Pix;Não;24943,75
7361;2025-01-17;C7360;RS;Caxias do Sul;Cartão de débito;Não;13755,99
7362;2025-02-14;C7361;RS;Pelotas;Cartão de crédito;Sim;13986,259999999998
7363;2025-03-20;C7362;CE;Sobral;Pix;Sim;11299,65
7364;2025-01-22;C7363;AM;Manaus;Cartão de débito;Sim;13549,32
7365;2025-02-19;C7364;PE;Olinda;Boleto;Não;7352,58
7366;2025-02-14;C7365;SP;São Paulo;Pix;Sim;47199,520000000004
7367;2025-05-13;C7366;CE;Fortaleza;Boleto;Não;33758,77
7368;2025-01-07;C7367;MG;Contagem;Cartão de crédito;Sim;1120,33
7369;2025-03-02;C7368;RJ;Petrópolis;Pix;Não;9087,71
7370;2024-12-29;C7369;RJ;Petrópolis;Pix;Sim;8986,759999999998
7371;2025-05-15;C7370;PE;Caruaru;Pix;Sim;18293,859999999997
7372;2025-05-09;C7371;MG;Uberlândia;Cartão de débito;Sim;441,27
7373;2025-01-24;C7372;MG;Belo Horizonte;Cartão de crédito;Não;10596,380000000001
7374;2025-05-22;C7373;RS;Caxias do Sul;Pix;Não;8732,12
7375;2025-01-24;C7374;MG;Belo Horizonte;Cartão de débito;Sim;0,0
7376;2025-05-17;C7375;SP;Santos;Boleto;Sim;10289,619999999999
7377;2025-05-16;C7376;CE;Juazeiro do Norte;Pix;Sim;7949,290000000001
7378;2025-04-09;C7377;CE;Fortaleza;Cartão de débito;Não;16257,170000000002
7379;2025-01-01;C7378;CE;Juazeiro do Norte;Pix;Sim;6042,46
7380;2025-02-07;C7379;SP;São Paulo;Boleto;Sim;22646,339999999997
7381;2025-01-18;C7380;SP;São Paulo;Cartão de débito;Sim;14130,96
7382;2025-05-23;C7381;PR;Curitiba;Cartão de débito;Sim;11093,82
7383;2025-06-02;C7382;RS;Caxias do Sul;Cartão de crédito;Sim;5564,82
7384;2025-02-16;C7383;RJ;Niterói;Cartão de débito;Sim;10680,279999999999
7385;2025-03-28;C7384;RS;Pelotas;Cartão de débito;Não;1869,36
7386;2025-04-26;C7385;PR;Curitiba;Cartão de crédito;Não;25954,61
7387;2025-04-08;C7386;PR;Londrina;Pix;Sim;106323,34999999999
7388;2025-02-23;C7387;PE;Caruaru;Cartão de crédito;Não;10413,189999999999
7389;2025-06-10;C7388;CE;Fortaleza;Cartão de crédito;Não;11868,07
7390;2025-04-28;C7389;PR;Maringá;Pix;Sim;18786,5
7391;2025-03-23;C7390;BA;Vitória da Conquista;Cartão de crédito;Sim;24901,77
7392;2025-05-09;C7391;AM;Manaus;Pix;Não;9013,59
7393;2025-01-08;C7392;PE;Caruaru;Boleto;Não;27548,239999999998
7394;2025-06-03;C7393;AM;Itacoatiara;Boleto;Sim;19968,08
7395;2024-12-19;C7394;CE;Sobral;Pix;Não;9876,82
7396;2025-06-02;C7395;MG;Contagem;Cartão de débito;Não;14353,480000000001
7397;2024-12-17;C7396;BA;Salvador;Cartão de crédito;Sim;14666,170000000002
7398;2025-05-20;C7397;CE;Sobral;Cartão de crédito;Sim;7353,53
7399;2025-05-25;C7398;PE;Olinda;Cartão de crédito;Não;21949,4
7400;2024-12-28;C7399;PR;Maringá;Cartão de débito;Sim;1923,84
7401;2025-02-05;C7400;BA;Vitória da Conquista;Boleto;Não;4432,6
7402;2025-02-19;C7401;RJ;Niterói;Boleto;Não;4617,84
7403;2025-05-21;C7402;SP;São Paulo;Boleto;Não;12772,02
7404;2025-01-19;C7403;PE;Caruaru;Cartão de crédito;Sim;11842,73
7405;2025-03-14;C7404;BA;Feira de Santana;Boleto;Não;17934,42
7406;2025-05-17;C7405;CE;Fortaleza;Cartão de débito;Não;11685,0
7407;2025-02-20;C7406;MG;Contagem;Pix;Não;2232,36
7408;2025-01-02;C7407;CE;Juazeiro do Norte;Cartão de crédito;Não;19735,31
7409;2025-05-12;C7408;PR;Maringá;Cartão de crédito;Sim;9360,21
7410;2025-04-28;C7409;PR;Londrina;Cartão de crédito;Sim;10046,65
7411;2025-04-19;C7410;RS;Porto Alegre;Boleto;Não;1832,73
7412;2025-05-28;C7411;AM;Manaus;Pix;Sim;13581,960000000001
7413;2025-03-07;C7412;RJ;Niterói;Boleto;Sim;3790,5
7414;2025-05-28;C7413;RS;Caxias do Sul;Cartão de crédito;Não;2047,66
7415;2025-03-26;C7414;BA;Feira de Santana;Pix;Não;30976,86
7416;2024-12-31;C7415;BA;Vitória da Conquista;Boleto;Sim;20120,34
7417;2025-02-27;C7416;RJ;Niterói;Cartão de crédito;Sim;14740,910000000002
7418;2025-06-02;C7417;RJ;Niterói;Cartão de crédito;Não;25663,96
7419;2025-03-17;C7418;AM;Manaus;Cartão de débito;Não;1545,9
7420;2025-06-05;C7419;CE;Sobral;Boleto;Não;17431,83
7421;2025-06-02;C7420;MG;Belo Horizonte;Cartão de débito;Sim;1327,52
7422;2025-03-03;C7421;SP;Campinas;Pix;Sim;20719,18
7423;2025-01-06;C7422;SP;Campinas;Cartão de crédito;Sim;14100,2
7424;2025-03-09;C7423;PR;Londrina;Cartão de crédito;Sim;14850,070000000002
7425;2025-03-02;C7424;AM;Itacoatiara;Boleto;Sim;9286,31
7426;2025-06-04;C7425;RS;Pelotas;Cartão de débito;Não;7247,13
7427;2025-02-09;C7426;BA;Salvador;Boleto;Não;12267,04
7428;2025-02-09;C7427;AM;Parintins;Pix;Sim;11932,92
7429;2025-06-03;C7428;RS;Porto Alegre;Cartão de débito;Não;19503,190000000002
7430;2024-12-18;C7429;RJ;Rio de Janeiro;Cartão de crédito;Sim;14087,97
7431;2025-06-15;C7430;AM;Parintins;Boleto;Não;25262,370000000003
7432;2025-06-01;C7431;MG;Contagem;Boleto;Sim;27502,489999999998
7433;2025-02-16;C7432;MG;Belo Horizonte;Boleto;Não;20588,44
7434;2024-12-15;C7433;AM;Parintins;Cartão de crédito;Sim;778462,26
7435;2025-02-05;C7434;SP;Campinas;Cartão de crédito;Sim;16767,62
7436;2025-03-23;C7435;PE;Recife;Cartão de crédito;Não;26112,07
7437;2025-02-25;C7436;PE;Recife;Pix;Não;12104,869999999999
7438;2025-05-29;C7437;RS;Caxias do Sul;Cartão de débito;Sim;31797,9
7439;2024-12-17;C7438;CE;Sobral;Cartão de débito;Sim;2369,83
7440;2025-05-27;C7439;CE;Fortaleza;Pix;Não;12487,79
7441;2025-01-26;C7440;CE;Juazeiro do Norte;Cartão de débito;Sim;7968,32
7442;2025-01-05;C7441;MG;Contagem;Boleto;Não;14989,140000000001
7443;2025-01-10;C7442;PE;Recife;Boleto;Não;10368,400000000001
7444;2025-02-25;C7443;CE;Juazeiro do Norte;Cartão de crédito;Sim;19922,29
7445;2025-05-21;C7444;CE;Fortaleza;Boleto;Não;8227,92
7446;2025-06-08;C7445;CE;Fortaleza;Boleto;Não;24989,19
7447;2025-03-08;C7446;MG;Contagem;Cartão de crédito;Não;7827,99
7448;2025-05-20;C7447;RJ;Niterói;Cartão de crédito;Não;12639,529999999999
7449;2025-01-08;C7448;AM;Parintins;Pix;Não;0,0
7450;2025-03-28;C7449;BA;Vitória da Conquista;Cartão de débito;Sim;4931,42
7451;2025-04-19;C7450;CE;Juazeiro do Norte;Cartão de crédito;Não;17436,07
7452;2024-12-25;C7451;BA;Vitória da Conquista;Pix;Não;5474,34
7453;2025-06-14;C7452;PR;Maringá;Cartão de débito;Sim;19153,64
