pedido_id;categoria_produto;nome_produto;preco_unitario;quantidade
7086;Casa;Sofá;2258,72;1,0
7086;Moda;Camiseta;1608,33;3,0
7086;Moda;Jaqueta;3913,5;1,0
7086;Esporte;Tênis Esportivo;1145,24;3,0
7087;Moda;Camiseta;1465,26;3,0
7087;Casa;Aspirador de Pó;1571,59;1,0
7087;Esporte;Bola de Futebol;;1,0
7087;Esporte;Bicicleta;2844,8;3,0
7087;Livros;Ficção Científica;195,7;3,0
7088;Casa;Aspirador de Pó;4889,55;2,0
7088;Casa;Liquidificador;44563,2;1,0
7088;Moda;Jaqueta;;3,0
7089;Eletrônicos;Tablet;;2,0
7089;Livros;Biografia;2261,04;1,0
7089;Livros;Biografia;529,4;1,0
7089;Livros;Autoajuda;2422,51;3,0
7090;Livros;Romance;1489,51;1,0
7090;Livros;Romance;158,18;3,0
7091;Livros;Autoajuda;781,71;2,0
7091;Esporte;Tênis Esportivo;3787,68;2,0
7091;Moda;Camiseta;2646,18;1,0
7092;Eletrônicos;Smartphone;3971,07;1,0
7092;Livros;Romance;3952,37;3,0
7092;Livros;Ficção Científica;611,21;2,0
7093;Casa;Liquidificador;2157,77;3,0
7094;Eletrônicos;Fone de Ouvido;3187,0;3,0
7095;Esporte;Bola de Futebol;1177,86;2,0
7095;Eletrônicos;Fone de Ouvido;2219,04;3,0
7095;Livros;Romance;239,2;2,0
7095;Livros; ;198,57;3,0
7096;Casa;Aspirador de Pó;676,71;2,0
7096;Eletrônicos; ;4374,48;3,0
7096;Casa;Liquidificador;4636,46;2,0
7096;Livros;Biografia;3130,36;2,0
7096;Esporte;Tênis Esportivo;3703,34;3,0
7097;Eletrônicos;Notebook;3948,9;2,0
7097;Moda;Calça Jeans;2035,15;2,0
7097;Moda;Calça Jeans;1542,87;2,0
7097;Casa;Liquidificador;2438,03;3,0
7097;Moda;Calça Jeans;1766,91;2,0
7098;Livros;Biografia;3245,11;3,0
7098;Esporte;Luvas;3520,67;3,0
7099;Eletrônicos;Smartphone;3656,27;2,0
7099;Livros;Ficção Científica;2970,74;3,0
7099;Casa;Liquidificador;1387,93;3,0
7099;Casa;;2494,2;1,0
7099;Livros;Romance;1528,91;3,0
7100;Esporte;Bola de Futebol;3701,54;1,0
7100;Casa;Sofá;;2,0
7100;Eletrônicos;Smartphone;4441,07;2,0
7100;Casa;Liquidificador;1137,71;1,0
7100;Moda;Tênis;1917,25;1,0
7101;Casa;Liquidificador;1843,23;1,0
7101;Esporte;Tênis Esportivo;1647,81;2,0
7102;Moda;Tênis;2212,79;103,0
7102;Moda;Tênis;1118,61;1,0
7102;Moda;Jaqueta;2030,1;3,0
7102;Esporte;Luvas;885,91;1,0
7103;Livros;Autoajuda;3965,15;3,0
7103;Casa;Cadeira;2456,76;2,0
7103;Eletrônicos;Smartphone;3165,42;3,0
7103;Casa;Sofá;625,07;1,0
7103;Moda;Camiseta;3799,47;2,0
7104;Esporte;Bola de Futebol;4472,22;1,0
7105;Eletrônicos;Fone de Ouvido;;2,0
7105;Esporte;Bola de Futebol;4486,37;2,0
7105;Eletrônicos;Fone de Ouvido;1334,59;1,0
7105;Livros;Ficção Científica;2167,8;2,0
7106;Casa;Aspirador de Pó;3009,99;2,0
7106;Casa;Cadeira;3650,15;2,0
7106;Livros;Romance;3309,5;3,0
7107;Moda;Jaqueta;2801,79;2,0
7108;Casa;Sofá;4147,6;1,0
7108;Eletrônicos;Notebook;4058,61;1,0
7108;Esporte;Bicicleta;2983,32;2,0
7108;Moda;Tênis;4497,8;2,0
7108;Esporte;Bola de Futebol;3534,02;2,0
7109;Eletrônicos;Fone de Ouvido;2199,69;2,0
7109;Eletrônicos;Notebook;2193,59;1,0
7109;Moda;Tênis;980,67;1,0
7110;Livros;Biografia;1945,38;3,0
7110;Moda;Calça Jeans;4091,76;2,0
7110;Moda;Camiseta;1062,87;2,0
7111;Livros;Biografia;389,8;
7112;Livros; ;4650,77;3,0
7112;Livros;Ficção Científica;4335,37;2,0
7112;Eletrônicos;Fone de Ouvido;2027,76;3,0
7112;Casa;Liquidificador;2567,45;2,0
7112;Casa;Aspirador de Pó;3494,71;2,0
7113;Esporte;Bola de Futebol;781,95;1,0
7113;Moda;Tênis;192,12;3,0
7114;Casa;Aspirador de Pó;2458,9;1,0
7114;Moda;Calça Jeans;2051,35;1,0
7115;Moda;Calça Jeans;798,62;2,0
7115;Moda;Jaqueta;2252,37;
7115;Esporte;Luvas;1478,36;3,0
7115;Livros;Romance;2915,75;2,0
7116;Casa;Sofá;3211,62;2,0
7116;Livros;Ficção Científica;4878,89;2,0
7116;Livros;Ficção Científica;3943,21;1,0
7116;Esporte;Luvas;1752,49;2,0
7117;Esporte;Luvas;2538,03;3,0
7117;Casa;Liquidificador;4551,83;2,0
7118;Esporte;Luvas;4490,9;3,0
7118;Casa;Aspirador de Pó;3823,38;1,0
7119;Eletrônicos;Tablet;643,51;3,0
7119;Moda;Camiseta;2433,81;3,0
7120;Livros;Ficção Científica;1532,96;1,0
7121;Casa;Aspirador de Pó;971,38;1,0
7121;Livros;Romance;2575,09;1,0
7121;Esporte;Luvas;1419,35;1,0
7121;Moda;Calça Jeans;2134,17;3,0
7121;Eletrônicos; ;4360,38;351,0
7122;Casa;Cadeira;4776,53;1,0
7122;Eletrônicos;Fone de Ouvido;1401,88;3,0
7122;Moda;Jaqueta;2734,56;1,0
7122;Livros;Autoajuda;88174,55;1,0
7122;Livros;Romance;136,8;2,0
7123;Eletrônicos;Tablet;4234,78;1,0
7123;Esporte;Tênis Esportivo;326,23;2,0
7123;Eletrônicos;Notebook;2069,68;3,0
7123;Moda;Calça Jeans;1575,37;2,0
7124;Casa;Aspirador de Pó;748,7;2,0
7124;Eletrônicos;Notebook;4348,06;2,0
7124;Eletrônicos;Notebook;1706,63;2,0
7124;Moda;Camiseta;329,92;2,0
7124;Eletrônicos;Smartphone;1635,7;2,0
7125;Casa;Sofá;4618,45;1,0
7125;Esporte;Bicicleta;3554,21;3,0
7125;Eletrônicos;Smartphone;2834,73;3,0
7125;Esporte;Tênis Esportivo;;2,0
7125;Casa;Sofá;2109,45;2,0
7126;Casa;Aspirador de Pó;2111,18;1,0
7127;Casa;Aspirador de Pó;595,14;1,0
7127;Esporte;Bicicleta;2371,09;1,0
7127;Eletrônicos;Tablet;441,3;2,0
7127;Moda;Camiseta;999,2;1,0
7128;Moda;Camiseta;4569,65;2,0
7128;Esporte;Bicicleta;2007,09;1,0
7128;Esporte;Bola de Futebol;3173,48;3,0
7128;Livros;Autoajuda;1448,52;2,0
7128;Esporte;Bicicleta;343,66;1,0
7129;Moda;Camiseta;4452,1;1,0
7129;Moda;Calça Jeans;889,42;3,0
7129;Esporte;Bicicleta;4821,43;2,0
7129;Livros;Romance;587,3;3,0
7130;Casa;Cadeira;2461,84;2,0
7130;Livros;Ficção Científica;3215,19;3,0
7131;Esporte;Tênis Esportivo;1824,21;2,0
7131;Esporte;Bola de Futebol;315,43;3,0
7131;Casa;Aspirador de Pó;3690,13;2,0
7131;Esporte;Bicicleta;2016,92;3,0
7131;Casa; ;2405,86;2,0
7132;Livros;Romance;1422,31;2,0
7132;Casa;Aspirador de Pó;2712,12;2,0
7132;Eletrônicos;Smartphone;4376,28;2,0
7133;Eletrônicos;Smartphone;3666,78;1,0
7133;Esporte;Bicicleta;502,1;1,0
7133;Moda;Tênis;4957,14;3,0
7133;Casa;Liquidificador;1435,28;1,0
7134;Eletrônicos;Fone de Ouvido;3376,45;3,0
7134;Esporte;Tênis Esportivo;121,38;1,0
7135;Livros;Autoajuda;184,04;3,0
7136;Moda;Tênis;952,4;2,0
7136;Moda;Calça Jeans;4052,98;2,0
7137;Casa;Aspirador de Pó;413,99;2,0
7138;Moda;Jaqueta;2011,08;1,0
7138;Moda;Camiseta;1914,33;2,0
7138;Eletrônicos;Notebook;975,8;1,0
7139;Esporte;Bola de Futebol;3464,76;1,0
7140;Casa;Cadeira;1602,69;3,0
7140;Livros;Romance;1692,21;1,0
7140;Casa;Cadeira;173,34;1,0
7140;Casa;;58,23;2,0
7140;Esporte;Luvas;3995,69;1,0
7141;Moda;Jaqueta;4988,79;2,0
7141;Casa;Cadeira;462,53;2,0
7141;Moda;Tênis;935,13;1,0
7142;Eletrônicos;Notebook;3531,5;3,0
7142;Esporte;Luvas;4971,41;1,0
7143;Esporte;Tênis Esportivo;3720,18;1,0
7143;Moda;Tênis;;
7143;Livros;Autoajuda;2218,29;2,0
7143;Eletrônicos;Fone de Ouvido;2912,48;2,0
7144;Eletrônicos;Tablet;1705,54;1,0
7144;Moda;Jaqueta;4322,8;
7144;Casa;Sofá;3479,67;3,0
7144;Livros;Ficção Científica;1987,01;1,0
7145;Casa;Sofá;4721,07;3,0
7145;Casa;Liquidificador;2023,19;3,0
7145;Casa;Aspirador de Pó;520,21;1,0
7146;Eletrônicos;Smartphone;361,46;1,0
7146;Livros;Romance;811,35;3,0
7146;Casa;Cadeira;4970,18;2,0
7147;Esporte;Bicicleta;399,58;3,0
7147;Moda;Jaqueta;399,54;
7147;Esporte;Tênis Esportivo;489,27;1,0
7147;Esporte;Luvas;2997,64;2,0
7148;Eletrônicos;Fone de Ouvido;2393,66;1,0
7148;Moda;Tênis;66,98;1,0
7148;Eletrônicos;Tablet;2034,49;1,0
7149;Eletrônicos;Tablet;548,2;3,0
7149;Eletrônicos;Smartphone;544,54;1,0
7149;Esporte;Bicicleta;2675,32;1,0
7149;Casa;Liquidificador;2291,73;1,0
7150;Livros;Autoajuda;2948,04;2,0
7150;Esporte;Tênis Esportivo;90,71;1,0
7151;Eletrônicos;Fone de Ouvido;1475,12;1,0
7151;Esporte;Bola de Futebol;3556,75;2,0
7151;Casa;Aspirador de Pó;4263,45;1,0
7151;Eletrônicos;Tablet;4354,25;1,0
7151;Livros;Ficção Científica;1535,7;3,0
7152;Eletrônicos;Fone de Ouvido;4396,32;2,0
7153;Livros;Autoajuda;4714,87;1,0
7153;Livros;Ficção Científica;660,84;1,0
7153;Esporte;Tênis Esportivo;657,69;1,0
7154;Esporte;Tênis Esportivo;2019,65;1,0
7155;Casa;Cadeira;516,05;3,0
7155;Livros;Ficção Científica;1213,19;3,0
7155;Esporte;Luvas;1613,45;1,0
7155;Esporte;Tênis Esportivo;2140,7;2,0
7155;Moda;Calça Jeans;519,79;2,0
7156;Casa;Cadeira;77,46;1,0
7156;Livros;Biografia;543,9;3,0
7156;Moda;Jaqueta;4902,59;3,0
7157;Moda;Tênis;3214,61;3,0
7158;Eletrônicos;Smartphone;4734,0;3,0
7158;Casa;Liquidificador;3205,7;3,0
7159;Casa;Cadeira;2280,76;2,0
7159;Eletrônicos;Smartphone;2800,42;3,0
7159;Moda;Camiseta;1393,22;3,0
7159;Livros;Biografia;3204,47;2,0
7160;Esporte;Bicicleta;1213,45;3,0
7160;Moda;Tênis;4929,08;3,0
7160;Casa;Sofá;1265,59;3,0
7161;Eletrônicos;Smartphone;3334,32;3,0
7161;Livros;Ficção Científica;4185,42;2,0
7161;Moda;Camiseta;3338,83;3,0
7161;Esporte;Tênis Esportivo;272,44;1,0
7162;Moda;Jaqueta;122,15;3,0
7162;Eletrônicos;Fone de Ouvido;3118,25;3,0
7162;Casa;Sofá;1365,27;1,0
7162;Casa;Cadeira;870,69;1,0
7162;Livros;Biografia;191,57;2,0
7163;Casa;Aspirador de Pó;2525,89;3,0
7163;Livros; ;3657,71;2,0
7163;Esporte;Bola de Futebol;2001,74;1,0
7163;Casa;Aspirador de Pó;1461,46;2,0
7164;Eletrônicos;Fone de Ouvido;4313,32;1,0
7165;Moda;Jaqueta;2578,61;3,0
7165;Eletrônicos;Smartphone;1986,95;1,0
7165;Eletrônicos;Smartphone;775,96;3,0
7165;Eletrônicos;Tablet;4684,66;2,0
7166;Moda;;3899,18;1,0
7166;Moda;Calça Jeans;4779,19;1,0
7166;Livros;Autoajuda;2445,65;1,0
7166;Livros;Romance;4128,08;125,0
7166;Moda;Tênis;4716,09;2,0
7167;Esporte;Bicicleta;;3,0
7168;Livros;Romance;971,71;1,0
7169;Esporte;Bicicleta;745,55;2,0
7169;Esporte;Bicicleta;3506,7;2,0
7169;Moda;Camiseta;3390,88;2,0
7169;Moda;Camiseta;3057,73;1,0
7170;Esporte; ;4485,02;2,0
7171;Livros;Autoajuda;355,56;3,0
7172;Livros;Ficção Científica;;3,0
7172;Livros;Ficção Científica;3325,55;2,0
7172;Moda;Camiseta;4321,67;3,0
7172;Livros;Biografia;3454,76;3,0
7172;Casa;Sofá;2487,02;3,0
7173;Moda;Jaqueta;1498,06;1,0
7173;Esporte;Bicicleta;2317,85;2,0
7173;Esporte;Bicicleta;1135,96;3,0
7173;Eletrônicos;Tablet;4805,65;1,0
7173;Moda;Calça Jeans;452,78;2,0
7174;Eletrônicos;Smartphone;1219,72;1,0
7175;Eletrônicos;Smartphone;2392,86;1,0
7176;Eletrônicos;Notebook;4346,23;2,0
7176;Casa;Cadeira;4774,75;2,0
7176;Eletrônicos;Notebook;1079,31;3,0
7177;Moda;Calça Jeans;4284,83;1,0
7177;Casa;Sofá;3933,2;3,0
7178;Esporte;Bola de Futebol;4707,41;3,0
7178;Casa;Cadeira;1059,78;1,0
7178;Moda;Jaqueta;89,33;3,0
7179;Casa;Sofá;4795,18;1,0
7179;Esporte;Bicicleta;645,75;1,0
7179;Esporte;;728,58;3,0
7180;Casa;Liquidificador;3097,84;341,0
7181;Esporte;Bola de Futebol;;3,0
7181;Moda;Camiseta;4629,28;3,0
7182;Livros;Ficção Científica;2715,35;1,0
7182;Esporte;Tênis Esportivo;4923,5;2,0
7182;Moda;Camiseta;505,72;253,0
7183;Eletrônicos;Fone de Ouvido;2887,07;2,0
7183;Moda;Tênis;4216,3;2,0
7183;Livros;Romance;2214,92;2,0
7183;Eletrônicos;Smartphone;1624,74;1,0
7184;Livros;Ficção Científica;4274,66;2,0
7184;Casa;Liquidificador;3345,67;3,0
7184;Eletrônicos;Notebook;;3,0
7185;Casa;Cadeira;;1,0
7185;Casa;Cadeira;2476,01;3,0
7186;Moda;Tênis;2591,76;3,0
7186;Livros;Ficção Científica;2338,55;
7186;Esporte;Tênis Esportivo;528,56;1,0
7186;Moda;Camiseta;2247,85;1,0
7186;Esporte;Luvas;2097,98;2,0
7187;Esporte;Bicicleta;3834,79;1,0
7188;Eletrônicos;Smartphone;3601,61;3,0
7189;Eletrônicos;Fone de Ouvido;1704,69;1,0
7190;Casa;Aspirador de Pó;2465,67;3,0
7191;Moda;Tênis;3435,34;1,0
7192;Esporte;Bola de Futebol;4863,47;1,0
7192;Moda;Jaqueta;2874,02;3,0
7192;Moda;Camiseta;2088,42;3,0
7192;Casa;Aspirador de Pó;4399,22;1,0
7193;Livros;Ficção Científica;254,07;1,0
7193;Eletrônicos;Tablet;;2,0
7193;Esporte;Tênis Esportivo;661,08;2,0
7194;Livros;Autoajuda;1241,86;2,0
7194;Livros;Romance;3845,82;2,0
7194;Moda;Camiseta;1696,38;1,0
7194;Esporte;Luvas;3132,63;1,0
7194;Moda;Camiseta;4077,79;1,0
7195;Casa;Cadeira;2399,13;3,0
7196;Eletrônicos;Notebook;1589,47;3,0
7196;Livros;Romance;4604,35;3,0
7196;Eletrônicos;Tablet;2711,85;
7196;Livros;Biografia;1629,51;2,0
7196;Esporte;Bola de Futebol;4127,13;2,0
7197;Livros;Ficção Científica;197,07;2,0
7197;Livros;Romance;4634,94;3,0
7197;Livros;Romance;;2,0
7198;Esporte;Luvas;3993,9;2,0
7198;Eletrônicos;Notebook;271,06;3,0
7198;Esporte;Luvas;4000,5;3,0
7199;Moda;Camiseta;4626,04;1,0
7199;Eletrônicos;Notebook;4424,79;3,0
7199;Eletrônicos;Fone de Ouvido;4369,44;2,0
7199;Casa;Liquidificador;1956,36;2,0
7199;Eletrônicos;Smartphone;;2,0
7200;Livros;Biografia;;1,0
7200;Eletrônicos;Smartphone;229,8;2,0
7200;Eletrônicos;Smartphone;1485,66;2,0
7200;Livros;Biografia;1282,04;2,0
7201;Casa;Aspirador de Pó;1499,58;3,0
7201;Esporte;Tênis Esportivo;876,87;2,0
7201;Eletrônicos;Fone de Ouvido;;
7201;Casa;Aspirador de Pó;4302,6;2,0
7202;Moda;Tênis;2234,11;1,0
7202;Eletrônicos;Notebook;2665,81;3,0
7202;Esporte;Tênis Esportivo;3700,24;1,0
7202;Casa;Liquidificador;878,07;1,0
7203;Livros;Ficção Científica;3415,88;2,0
7203;Eletrônicos;Smartphone;1859,63;2,0
7203;Casa;Liquidificador;1562,13;1,0
7203;Livros;Romance;31829,17;1,0
7204;Livros;Romance;3170,81;3,0
7204;Livros;Autoajuda;;2,0
7204;Esporte;Bicicleta;4098,24;1,0
7204;Eletrônicos;Notebook;3891,16;1,0
7205;Eletrônicos;Tablet;2027,94;1,0
7205;Moda;Tênis;1557,23;2,0
7206;Esporte;;4605,53;2,0
7207;Casa;Sofá;1435,8;3,0
7207;Casa;Aspirador de Pó;1278,94;
7207;Eletrônicos;Notebook;950,55;1,0
7207;Eletrônicos;Notebook;4323,81;3,0
7208;Livros;Biografia;3844,1;3,0
7208;Casa;Aspirador de Pó;3912,27;2,0
7209;Casa;Liquidificador;3596,4;2,0
7209;Livros;Biografia;129,48;1,0
7209;Casa;Cadeira;1940,91;3,0
7210;Esporte;Bicicleta;4413,39;3,0
7210;Moda;Tênis;2814,94;3,0
7210;Esporte;Bola de Futebol;3230,78;2,0
7211;Esporte;Luvas;3340,41;3,0
7211;Esporte;Luvas;4019,95;3,0
7212;Moda;Jaqueta;2669,72;2,0
7212;Moda;Tênis;4286,65;2,0
7212;Eletrônicos;Smartphone;4279,36;2,0
7212;Eletrônicos;Tablet;;3,0
7213;Esporte;Tênis Esportivo;2224,45;2,0
7213;Esporte;Luvas;;
7213;Eletrônicos;Smartphone;2953,99;3,0
7213;Moda;Tênis;843,5;2,0
7213;Moda;Tênis;2897,02;3,0
7214;Moda;Camiseta;2258,17;3,0
7214;Esporte;Bola de Futebol;2668,81;2,0
7214;Esporte;Luvas;1613,24;1,0
7214;Eletrônicos;Fone de Ouvido;4233,2;2,0
7214;Moda;Jaqueta;2440,14;
7215;Livros;Autoajuda;2403,02;2,0
7215;Eletrônicos;Fone de Ouvido;199,23;2,0
7215;Esporte;Bola de Futebol;699,8;2,0
7216;Eletrônicos;Fone de Ouvido;1861,58;2,0
7217;Casa;Cadeira;207,83;3,0
7217;Casa;Cadeira;2307,71;2,0
7217;Moda;Tênis;1965,53;3,0
7218;Esporte;Tênis Esportivo;4750,39;2,0
7218;Casa;Cadeira;1803,98;3,0
7219;Esporte;Luvas;4712,9;3,0
7219;Esporte;Bicicleta;1232,87;2,0
7219;Livros;Ficção Científica;46,02;2,0
7220;Casa;Cadeira;4761,51;1,0
7221;Moda;Jaqueta;4644,82;2,0
7221;Moda;Calça Jeans;2389,77;3,0
7221;Livros;Autoajuda;329,15;3,0
7221;Casa;Cadeira;4212,23;1,0
7222;Esporte;Bola de Futebol;1196,73;2,0
7222;Casa;Liquidificador;3946,16;1,0
7222;Esporte;Luvas;3416,28;2,0
7222;Livros;Ficção Científica;3217,88;3,0
7223;Moda;;259,53;2,0
7223;Casa;Sofá;4015,78;2,0
7223;Livros; ;2406,65;2,0
7224;Livros;Ficção Científica;1412,62;1,0
7224;Esporte;Tênis Esportivo;2834,33;1,0
7224;Casa;Liquidificador;1966,27;3,0
7224;Esporte;Tênis Esportivo;137,88;3,0
7224;Esporte;Bicicleta;1735,24;1,0
7225;Eletrônicos;Smartphone;1959,34;1,0
7225;Livros;Autoajuda;3076,85;3,0
7225;Eletrônicos;Tablet;3135,67;
7226;Eletrônicos;Tablet;3359,36;1,0
7226;Casa;Liquidificador;1007,48;3,0
7227;Casa;Liquidificador;732,85;2,0
7227;Livros;Ficção Científica;913,91;2,0
7227;Casa;Aspirador de Pó;11115,33;2,0
7228;Livros;Romance;2774,44;1,0
7228;Esporte;Tênis Esportivo;4540,9;3,0
7228;Eletrônicos;Smartphone;3234,96;1,0
7228;Casa;Cadeira;2120,03;2,0
7228;Eletrônicos;Notebook;;1,0
7229;Moda;Jaqueta;4967,68;1,0
7229;Livros;Autoajuda;4576,77;3,0
7229;Livros;Romance;4887,11;3,0
7229;Moda;Camiseta;4054,31;1,0
7229;Casa;Liquidificador;4964,11;3,0
7230;Esporte;Luvas;3242,13;2,0
7230;Moda;Calça Jeans;;2,0
7230;Moda;Calça Jeans;;2,0
7230;Livros;Ficção Científica;2663,61;2,0
7231;Moda;Jaqueta;3605,95;1,0
7231;Livros;Biografia;296,94;1,0
7231;Eletrônicos;Notebook;4374,77;2,0
7231;Moda;Camiseta;4977,35;3,0
7232;Eletrônicos;Tablet;817,17;1,0
7232;Livros;Biografia;1013,4;2,0
7233;Casa;Aspirador de Pó;1411,27;3,0
7233;Livros;Ficção Científica;3464,14;1,0
7233;Esporte;Luvas;3818,61;2,0
7233;Casa;Aspirador de Pó;3677,0;3,0
7234;Casa;Cadeira;4307,25;1,0
7234;Moda;Jaqueta;2228,94;3,0
7234;Esporte;Luvas;1307,84;3,0
7234;Esporte;Bola de Futebol;;1,0
7234;Esporte;Luvas;3533,65;1,0
7235;Esporte;Luvas;1588,08;3,0
7235;Livros;Romance;3725,97;2,0
7235;Moda;Camiseta;3338,63;1,0
7235;Moda; ;1449,74;2,0
7235;Eletrônicos;Smartphone;2317,16;1,0
7236;Eletrônicos;Notebook;;2,0
7236;Moda;Calça Jeans;2298,26;1,0
7236;Esporte;Tênis Esportivo;2205,88;1,0
7236;Livros;Autoajuda;1133,43;2,0
7236;Livros;Romance;422,37;1,0
7237;Moda;Camiseta;3318,76;1,0
7237;Eletrônicos;Fone de Ouvido;2570,45;2,0
7237;Esporte;Luvas;4221,42;1,0
7238;Esporte;Bola de Futebol;3481,2;3,0
7238;Eletrônicos;Tablet;1397,9;1,0
7239;Esporte;Tênis Esportivo;2091,82;1,0
7240;Moda;Camiseta;948,88;1,0
7240;Esporte;Bicicleta;2282,13;1,0
7240;Casa;Sofá;4062,09;3,0
7240;Eletrônicos;Smartphone;4212,05;1,0
7241;Livros;Ficção Científica;2086,25;1,0
7242;Casa;Aspirador de Pó;4599,12;1,0
7242;Livros;Romance;4914,64;2,0
7242;Eletrônicos;Notebook;2635,36;2,0
7242;Livros;Autoajuda;4634,9;1,0
7242;Moda;Tênis;4280,21;2,0
7243;Livros;Romance;4177,66;2,0
7243;Eletrônicos;Smartphone;4155,35;3,0
7244;Eletrônicos;Fone de Ouvido;1714,64;1,0
7245;Moda;Camiseta;3547,43;3,0
7245;Livros;Autoajuda;;1,0
7245;Esporte;Luvas;3014,11;1,0
7246;Esporte;Luvas;3046,55;2,0
7246;Eletrônicos;Fone de Ouvido;1305,64;3,0
7246;Livros;Autoajuda;773,86;2,0
7247;Eletrônicos;Fone de Ouvido;870,63;2,0
7247;Esporte;Tênis Esportivo;3792,9;2,0
7247;Casa;Cadeira;3324,74;3,0
7248;Esporte;Bola de Futebol;;2,0
7248;Livros;;4402,66;3,0
7248;Casa;Aspirador de Pó;2508,26;2,0
7248;Eletrônicos;Smartphone;1521,54;3,0
7248;Eletrônicos;Tablet;305,92;3,0
7249;Eletrônicos;Tablet;3365,69;2,0
7250;Esporte;Bola de Futebol;2796,59;2,0
7250;Esporte;Luvas;4255,88;2,0
7250;Eletrônicos;Fone de Ouvido;1376,03;2,0
7251;Livros;Biografia;3740,6;3,0
7252;Moda;Jaqueta;2483,62;3,0
7252;Eletrônicos;Smartphone;3508,89;1,0
7252;Eletrônicos;Fone de Ouvido;4101,12;1,0
7253;Casa;Sofá;4897,86;1,0
7253;Esporte;Tênis Esportivo;4392,5;2,0
7253;Eletrônicos;Fone de Ouvido;740,61;1,0
7253;Esporte;Bola de Futebol;1495,22;1,0
7254;Esporte;Bola de Futebol;2212,52;1,0
7254;Eletrônicos;Tablet;2688,33;2,0
7254;Moda;Jaqueta;1818,94;2,0
7254;Moda;Calça Jeans;2991,96;3,0
7255;Esporte;Luvas;3693,88;3,0
7255;Eletrônicos;Fone de Ouvido;1280,33;2,0
7255;Eletrônicos;Fone de Ouvido;217,66;2,0
7255;Esporte;Bola de Futebol;429,23;2,0
7256;Eletrônicos;Smartphone;57,06;2,0
7256;Esporte;Tênis Esportivo;919,73;2,0
7256;Livros;Biografia;2299,07;1,0
7257;Esporte;Luvas;2426,63;1,0
7257;Esporte;Luvas;2455,88;3,0
7257;Eletrônicos;Notebook;3997,95;1,0
7257;Casa;Aspirador de Pó;1517,98;1,0
7257;Livros;Ficção Científica;;3,0
7258;Moda;Camiseta;1831,03;2,0
7258;Moda;Tênis;3122,13;3,0
7258;Moda;Calça Jeans;2131,44;2,0
7258;Livros;Romance;4479,68;3,0
7258;Casa;Liquidificador;877,77;1,0
7259;Casa;Cadeira;4046,42;3,0
7259;Esporte;Luvas;2966,76;3,0
7259;Casa;Liquidificador;;3,0
7260;Livros;Autoajuda;3994,06;395,0
7260;Casa;Aspirador de Pó;2092,26;3,0
7261;Casa;Liquidificador;769,15;2,0
7262;Eletrônicos;Tablet;4378,72;1,0
7263;Esporte;Bicicleta;2304,66;1,0
7264;Livros;Biografia;4428,44;3,0
7264;Eletrônicos;Fone de Ouvido;642,55;2,0
7264;Esporte;Bola de Futebol;2194,9;2,0
7265;Casa;Sofá;69330,71;2,0
7265;Casa;Sofá;4620,75;3,0
7266;Esporte;Bola de Futebol;689,79;2,0
7266;Moda;Jaqueta;2581,76;1,0
7267;Eletrônicos;Notebook;913,61;2,0
7267;Livros;Romance;4031,21;1,0
7268;Casa;Cadeira;121,16;2,0
7268;Casa;Sofá;4102,32;
7268;Casa;Sofá;4559,48;3,0
7268;Moda;Tênis;4463,41;1,0
7269;Eletrônicos;Tablet;1965,86;3,0
7270;Casa;Cadeira;4961,74;1,0
7270;Casa;Aspirador de Pó;4774,64;1,0
7270;Livros;Autoajuda;338,03;3,0
7271;Esporte;Bola de Futebol;3553,33;3,0
7271;Esporte;Bola de Futebol;1937,55;3,0
7271;Moda;Jaqueta;1883,63;1,0
7272;Livros;Autoajuda;;1,0
7272;Livros;Ficção Científica;316,69;2,0
7272;Eletrônicos;Notebook;2458,21;3,0
7273;Eletrônicos;Notebook;4248,35;2,0
7273;Livros;Biografia;594,5;1,0
7273;Eletrônicos;Smartphone;1623,59;3,0
7273;Eletrônicos;Smartphone;4478,27;3,0
7273;Livros;Autoajuda;1662,16;2,0
7274;Casa;Liquidificador;2723,44;1,0
7274;Esporte;Tênis Esportivo;151,08;1,0
7275;Moda;Tênis;3926,76;2,0
7275;Moda;Tênis;1594,23;1,0
7275;Eletrônicos;Fone de Ouvido;3476,54;3,0
7275;Livros;Romance;1618,43;2,0
7275;Eletrônicos;Smartphone;967,0;1,0
7276;Esporte;Bola de Futebol;486,6;2,0
7276;Casa;Sofá;3372,26;2,0
7276;Eletrônicos;Fone de Ouvido;636,76;3,0
7277;Casa;Cadeira;466,33;1,0
7278;Eletrônicos;Fone de Ouvido;536,09;1,0
7278;Eletrônicos;Tablet;1313,71;1,0
7278;Livros;Biografia;366,7;2,0
7279;Casa;Aspirador de Pó;1104,86;1,0
7279;Esporte;Luvas;3509,78;1,0
7279;Esporte;Tênis Esportivo;2256,93;3,0
7279;Esporte;Bicicleta;238,95;1,0
7279;Livros;Ficção Científica;4258,33;3,0
7280;Esporte; ;1853,83;1,0
7281;Eletrônicos;Tablet;432,34;2,0
7281;Eletrônicos;Notebook;2401,59;3,0
7281;Livros;Romance;710,41;2,0
7281;Casa;Liquidificador;2850,44;2,0
7282;Casa;Cadeira;4352,08;2,0
7282;Livros;Ficção Científica;4840,57;2,0
7282;Moda;Camiseta;3299,2;3,0
7282;Livros;Biografia;1882,98;2,0
